date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260508,FOURCASTNETV2-SMALL,20260507_12_AI,54.6925,10.31,0.0,10.31,54.69,10.31,0.0,10.31
20260509,FOURCASTNETV2-SMALL,20260507_12_AI,58.1925,6.81,0.0,6.81,58.19,6.81,0.0,6.81
20260510,FOURCASTNETV2-SMALL,20260507_12_AI,59.72,5.28,0.0,5.28,59.72,5.28,0.0,5.28
20260511,FOURCASTNETV2-SMALL,20260507_12_AI,56.99,8.01,0.0,8.01,56.99,8.01,0.0,8.01
20260512,FOURCASTNETV2-SMALL,20260507_12_AI,54.9975,10.0,0.0,10.0,55.0,10.0,0.0,10.0
20260513,FOURCASTNETV2-SMALL,20260507_12_AI,56.3125,8.69,0.0,8.69,56.31,8.69,0.0,8.69
20260514,FOURCASTNETV2-SMALL,20260507_12_AI,57.3475,7.65,0.0,7.65,57.35,7.65,0.0,7.65
20260515,FOURCASTNETV2-SMALL,20260507_12_AI,59.3525,5.65,0.0,5.65,59.35,5.65,0.0,5.65
20260516,FOURCASTNETV2-SMALL,20260507_12_AI,64.28,0.72,0.0,0.72,64.28,0.72,0.0,0.72
20260517,FOURCASTNETV2-SMALL,20260507_12_AI,68.83,0.0,3.83,3.83,68.83,0.0,3.83,3.83
20260518,FOURCASTNETV2-SMALL,20260507_12_AI,71.6525,0.0,6.65,6.65,71.65,0.0,6.65,6.65
20260519,FOURCASTNETV2-SMALL,20260507_12_AI,71.15,0.0,6.15,6.15,71.15,0.0,6.15,6.15
20260520,FOURCASTNETV2-SMALL,20260507_12_AI,66.1825,0.0,1.18,1.18,66.18,0.0,1.18,1.18
20260521,FOURCASTNETV2-SMALL,20260507_12_AI,61.9125,3.09,0.0,3.09,61.91,3.09,0.0,3.09
20260522,FOURCASTNETV2-SMALL,20260507_12_AI,60.25666666666666,4.74,0.0,4.74,60.26,4.74,0.0,4.74
