date,model,run_id,mean_temp,tdd,tdd_gw
20260511,FOURCASTNETV2-SMALL,20260510_12_AI,56.78,8.219999999999999,8.219999999999999
20260512,FOURCASTNETV2-SMALL,20260510_12_AI,56.4525,8.6875,8.6875
20260513,FOURCASTNETV2-SMALL,20260510_12_AI,59.402499999999996,5.5975,5.5975
20260514,FOURCASTNETV2-SMALL,20260510_12_AI,57.5575,7.4425,7.4425
20260515,FOURCASTNETV2-SMALL,20260510_12_AI,58.78,6.74,6.74
20260516,FOURCASTNETV2-SMALL,20260510_12_AI,63.86750000000001,3.6425,3.6425
20260517,FOURCASTNETV2-SMALL,20260510_12_AI,65.9025,2.175,2.175
20260518,FOURCASTNETV2-SMALL,20260510_12_AI,65.89750000000001,2.63,2.63
20260519,FOURCASTNETV2-SMALL,20260510_12_AI,67.235,1.0625,1.0625
20260520,FOURCASTNETV2-SMALL,20260510_12_AI,66.2125,1.2325,1.2325
20260521,FOURCASTNETV2-SMALL,20260510_12_AI,64.3375,1.8525,1.8525
20260522,FOURCASTNETV2-SMALL,20260510_12_AI,61.335,3.665,3.665
20260523,FOURCASTNETV2-SMALL,20260510_12_AI,61.3175,4.005,4.005
20260524,FOURCASTNETV2-SMALL,20260510_12_AI,63.7575,3.0825,3.0825
20260525,FOURCASTNETV2-SMALL,20260510_12_AI,61.96333333333333,4.31,4.31
