date,model,run_id,mean_temp,tdd,tdd_gw
20260323,FOURCASTNETV2-SMALL,20260322_12_AI,47.0975,17.9025,17.9025
20260324,FOURCASTNETV2-SMALL,20260322_12_AI,41.515,23.485,23.485
20260325,FOURCASTNETV2-SMALL,20260322_12_AI,46.2075,18.7925,18.7925
20260326,FOURCASTNETV2-SMALL,20260322_12_AI,54.207499999999996,10.7925,10.7925
20260327,FOURCASTNETV2-SMALL,20260322_12_AI,50.6425,14.3575,14.3575
20260328,FOURCASTNETV2-SMALL,20260322_12_AI,37.7875,27.2125,27.2125
20260329,FOURCASTNETV2-SMALL,20260322_12_AI,41.9225,23.0775,23.0775
20260330,FOURCASTNETV2-SMALL,20260322_12_AI,44.8125,20.1875,20.1875
20260331,FOURCASTNETV2-SMALL,20260322_12_AI,49.1975,15.8025,15.8025
20260401,FOURCASTNETV2-SMALL,20260322_12_AI,53.0625,11.9375,11.9375
20260402,FOURCASTNETV2-SMALL,20260322_12_AI,52.5525,12.4475,12.4475
20260403,FOURCASTNETV2-SMALL,20260322_12_AI,43.2625,21.7375,21.7375
20260404,FOURCASTNETV2-SMALL,20260322_12_AI,45.625,19.375,19.375
20260405,FOURCASTNETV2-SMALL,20260322_12_AI,50.9675,14.032499999999999,14.032499999999999
20260406,FOURCASTNETV2-SMALL,20260322_12_AI,50.67333333333334,14.326666666666668,14.326666666666668
