date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260420,FOURCASTNETV2-SMALL,20260419_12_AI,46.035,18.97,0,18.97,46.04,18.97,0,18.97
20260421,FOURCASTNETV2-SMALL,20260419_12_AI,49.41,15.59,0,15.59,49.41,15.59,0,15.59
20260422,FOURCASTNETV2-SMALL,20260419_12_AI,56.3825,8.62,0,8.62,56.38,8.62,0,8.62
20260423,FOURCASTNETV2-SMALL,20260419_12_AI,58.59,6.41,0,6.41,58.59,6.41,0,6.41
20260424,FOURCASTNETV2-SMALL,20260419_12_AI,60.8675,4.13,0,4.13,60.87,4.13,0,4.13
20260425,FOURCASTNETV2-SMALL,20260419_12_AI,58.555,6.44,0,6.44,58.56,6.44,0,6.44
20260426,FOURCASTNETV2-SMALL,20260419_12_AI,55.59,9.41,0,9.41,55.59,9.41,0,9.41
20260427,FOURCASTNETV2-SMALL,20260419_12_AI,53.9925,11.01,0,11.01,53.99,11.01,0,11.01
20260428,FOURCASTNETV2-SMALL,20260419_12_AI,54.9775,10.02,0,10.02,54.98,10.02,0,10.02
20260429,FOURCASTNETV2-SMALL,20260419_12_AI,55.3,9.7,0,9.7,55.3,9.7,0,9.7
20260430,FOURCASTNETV2-SMALL,20260419_12_AI,54.3675,10.63,0,10.63,54.37,10.63,0,10.63
20260501,FOURCASTNETV2-SMALL,20260419_12_AI,52.29,12.71,0,12.71,52.29,12.71,0,12.71
20260502,FOURCASTNETV2-SMALL,20260419_12_AI,49.2325,15.77,0,15.77,49.23,15.77,0,15.77
20260503,FOURCASTNETV2-SMALL,20260419_12_AI,48.0975,16.9,0,16.9,48.1,16.9,0,16.9
20260504,FOURCASTNETV2-SMALL,20260419_12_AI,46.60333333333333,18.4,0,18.4,46.6,18.4,0,18.4
