date,model,run_id,mean_temp,tdd,tdd_gw
20260516,FOURCASTNETV2-SMALL,20260515_12_AI,63.66,3.6675,3.6675
20260517,FOURCASTNETV2-SMALL,20260515_12_AI,67.8825,1.2025,1.2025
20260518,FOURCASTNETV2-SMALL,20260515_12_AI,69.95,0.3025,0.3025
20260519,FOURCASTNETV2-SMALL,20260515_12_AI,70.9725,0.0,0.0
20260520,FOURCASTNETV2-SMALL,20260515_12_AI,68.6075,0.6075,0.6075
20260521,FOURCASTNETV2-SMALL,20260515_12_AI,63.13,3.3175,3.3175
20260522,FOURCASTNETV2-SMALL,20260515_12_AI,59.8825,5.117500000000001,5.117500000000001
20260523,FOURCASTNETV2-SMALL,20260515_12_AI,60.412499999999994,4.905,4.905
20260524,FOURCASTNETV2-SMALL,20260515_12_AI,61.9025,3.975,3.975
20260525,FOURCASTNETV2-SMALL,20260515_12_AI,63.045,3.2725,3.2725
20260526,FOURCASTNETV2-SMALL,20260515_12_AI,64.62,2.2800000000000002,2.2800000000000002
20260527,FOURCASTNETV2-SMALL,20260515_12_AI,67.2025,0.935,0.935
20260528,FOURCASTNETV2-SMALL,20260515_12_AI,69.6425,0.0,0.0
20260529,FOURCASTNETV2-SMALL,20260515_12_AI,71.515,0.0,0.0
20260530,FOURCASTNETV2-SMALL,20260515_12_AI,70.7,0.0,0.0
