date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260404,FOURCASTNETV2-SMALL,20260403_12_AI,55.89,9.11,0,9.11,55.89,9.11,0,9.11
20260405,FOURCASTNETV2-SMALL,20260403_12_AI,51.3525,13.65,0,13.65,51.35,13.65,0,13.65
20260406,FOURCASTNETV2-SMALL,20260403_12_AI,47.3425,17.66,0,17.66,47.34,17.66,0,17.66
20260407,FOURCASTNETV2-SMALL,20260403_12_AI,42.8375,22.16,0,22.16,42.84,22.16,0,22.16
20260408,FOURCASTNETV2-SMALL,20260403_12_AI,41.205,23.8,0,23.8,41.2,23.8,0,23.8
20260409,FOURCASTNETV2-SMALL,20260403_12_AI,49.83,15.17,0,15.17,49.83,15.17,0,15.17
20260410,FOURCASTNETV2-SMALL,20260403_12_AI,55.1075,9.89,0,9.89,55.11,9.89,0,9.89
20260411,FOURCASTNETV2-SMALL,20260403_12_AI,56.805,8.2,0,8.2,56.8,8.2,0,8.2
20260412,FOURCASTNETV2-SMALL,20260403_12_AI,59.38,5.62,0,5.62,59.38,5.62,0,5.62
20260413,FOURCASTNETV2-SMALL,20260403_12_AI,60.2375,4.76,0,4.76,60.24,4.76,0,4.76
20260414,FOURCASTNETV2-SMALL,20260403_12_AI,60.2075,4.79,0,4.79,60.21,4.79,0,4.79
20260415,FOURCASTNETV2-SMALL,20260403_12_AI,62.48,2.52,0,2.52,62.48,2.52,0,2.52
20260416,FOURCASTNETV2-SMALL,20260403_12_AI,64.9825,0.02,0,0.02,64.98,0.02,0,0.02
20260417,FOURCASTNETV2-SMALL,20260403_12_AI,63.0925,1.91,0,1.91,63.09,1.91,0,1.91
20260418,FOURCASTNETV2-SMALL,20260403_12_AI,59.446666666666665,5.55,0,5.55,59.45,5.55,0,5.55
