date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260526,FOURCASTNETV2-SMALL,20260525_12_AI,67.8925,0.0,2.89,2.89,67.89,0.0,2.89,2.89
20260527,FOURCASTNETV2-SMALL,20260525_12_AI,69.69,0.0,4.69,4.69,69.69,0.0,4.69,4.69
20260528,FOURCASTNETV2-SMALL,20260525_12_AI,67.25,0.0,2.25,2.25,67.25,0.0,2.25,2.25
20260529,FOURCASTNETV2-SMALL,20260525_12_AI,65.535,0.0,0.53,0.53,65.54,0.0,0.53,0.53
20260530,FOURCASTNETV2-SMALL,20260525_12_AI,64.375,0.62,0.0,0.62,64.38,0.62,0.0,0.62
20260531,FOURCASTNETV2-SMALL,20260525_12_AI,61.815,3.19,0.0,3.19,61.82,3.19,0.0,3.19
20260601,FOURCASTNETV2-SMALL,20260525_12_AI,62.7025,2.3,0.0,2.3,62.7,2.3,0.0,2.3
20260602,FOURCASTNETV2-SMALL,20260525_12_AI,63.01,1.99,0.0,1.99,63.01,1.99,0.0,1.99
20260603,FOURCASTNETV2-SMALL,20260525_12_AI,65.7225,0.0,0.72,0.72,65.72,0.0,0.72,0.72
20260604,FOURCASTNETV2-SMALL,20260525_12_AI,70.71,0.0,5.71,5.71,70.71,0.0,5.71,5.71
20260605,FOURCASTNETV2-SMALL,20260525_12_AI,74.14,0.0,9.14,9.14,74.14,0.0,9.14,9.14
20260606,FOURCASTNETV2-SMALL,20260525_12_AI,75.515,0.0,10.52,10.52,75.52,0.0,10.52,10.52
20260607,FOURCASTNETV2-SMALL,20260525_12_AI,76.5625,0.0,11.56,11.56,76.56,0.0,11.56,11.56
20260608,FOURCASTNETV2-SMALL,20260525_12_AI,77.3225,0.0,12.32,12.32,77.32,0.0,12.32,12.32
20260609,FOURCASTNETV2-SMALL,20260525_12_AI,74.38333333333333,0.0,9.38,9.38,74.38,0.0,9.38,9.38
