date,model,run_id,mean_temp,tdd,tdd_gw
20260422,FOURCASTNETV2-SMALL,20260421_12_AI,57.167500000000004,7.8325000000000005,7.8325000000000005
20260423,FOURCASTNETV2-SMALL,20260421_12_AI,59.447500000000005,6.5,6.5
20260424,FOURCASTNETV2-SMALL,20260421_12_AI,60.175,5.0625,5.0625
20260425,FOURCASTNETV2-SMALL,20260421_12_AI,55.935,9.065,9.065
20260426,FOURCASTNETV2-SMALL,20260421_12_AI,53.8625,11.137500000000001,11.137500000000001
20260427,FOURCASTNETV2-SMALL,20260421_12_AI,55.675,9.325,9.325
20260428,FOURCASTNETV2-SMALL,20260421_12_AI,55.4375,9.5625,9.5625
20260429,FOURCASTNETV2-SMALL,20260421_12_AI,54.7525,10.2475,10.2475
20260430,FOURCASTNETV2-SMALL,20260421_12_AI,54.655,10.344999999999999,10.344999999999999
20260501,FOURCASTNETV2-SMALL,20260421_12_AI,52.575,12.425,12.425
20260502,FOURCASTNETV2-SMALL,20260421_12_AI,53.03,11.969999999999999,11.969999999999999
20260503,FOURCASTNETV2-SMALL,20260421_12_AI,54.6175,10.3825,10.3825
20260504,FOURCASTNETV2-SMALL,20260421_12_AI,58.93,7.2125,7.2125
20260505,FOURCASTNETV2-SMALL,20260421_12_AI,62.96,3.99,3.99
20260506,FOURCASTNETV2-SMALL,20260421_12_AI,61.52,4.473333333333334,4.473333333333334
