date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260417,FOURCASTNETV2-SMALL,20260416_12_AI,64.6775,0.32,0,0.32,64.68,0.32,0,0.32
20260418,FOURCASTNETV2-SMALL,20260416_12_AI,59.5425,5.46,0,5.46,59.54,5.46,0,5.46
20260419,FOURCASTNETV2-SMALL,20260416_12_AI,51.15,13.85,0,13.85,51.15,13.85,0,13.85
20260420,FOURCASTNETV2-SMALL,20260416_12_AI,44.99,20.01,0,20.01,44.99,20.01,0,20.01
20260421,FOURCASTNETV2-SMALL,20260416_12_AI,50.3325,14.67,0,14.67,50.33,14.67,0,14.67
20260422,FOURCASTNETV2-SMALL,20260416_12_AI,58.025,6.98,0,6.98,58.02,6.98,0,6.98
20260423,FOURCASTNETV2-SMALL,20260416_12_AI,56.235,8.76,0,8.76,56.24,8.76,0,8.76
20260424,FOURCASTNETV2-SMALL,20260416_12_AI,59.0975,5.9,0,5.9,59.1,5.9,0,5.9
20260425,FOURCASTNETV2-SMALL,20260416_12_AI,58.4125,6.59,0,6.59,58.41,6.59,0,6.59
20260426,FOURCASTNETV2-SMALL,20260416_12_AI,55.3975,9.6,0,9.6,55.4,9.6,0,9.6
20260427,FOURCASTNETV2-SMALL,20260416_12_AI,53.2025,11.8,0,11.8,53.2,11.8,0,11.8
20260428,FOURCASTNETV2-SMALL,20260416_12_AI,52.7425,12.26,0,12.26,52.74,12.26,0,12.26
20260429,FOURCASTNETV2-SMALL,20260416_12_AI,51.6575,13.34,0,13.34,51.66,13.34,0,13.34
20260430,FOURCASTNETV2-SMALL,20260416_12_AI,52.73,12.27,0,12.27,52.73,12.27,0,12.27
20260501,FOURCASTNETV2-SMALL,20260416_12_AI,51.66666666666666,13.33,0,13.33,51.67,13.33,0,13.33
