date,model,run_id,mean_temp,tdd,tdd_gw
20260322,FOURCASTNETV2-SMALL,20260321_12_AI,54.495000000000005,10.505,10.505
20260323,FOURCASTNETV2-SMALL,20260321_12_AI,46.6275,18.372500000000002,18.372500000000002
20260324,FOURCASTNETV2-SMALL,20260321_12_AI,41.115,23.885,23.885
20260325,FOURCASTNETV2-SMALL,20260321_12_AI,45.8825,19.1175,19.1175
20260326,FOURCASTNETV2-SMALL,20260321_12_AI,51.7575,13.2425,13.2425
20260327,FOURCASTNETV2-SMALL,20260321_12_AI,44.44,20.560000000000002,20.560000000000002
20260328,FOURCASTNETV2-SMALL,20260321_12_AI,38.7625,26.2375,26.2375
20260329,FOURCASTNETV2-SMALL,20260321_12_AI,43.3275,21.6725,21.6725
20260330,FOURCASTNETV2-SMALL,20260321_12_AI,44.8975,20.1025,20.1025
20260331,FOURCASTNETV2-SMALL,20260321_12_AI,48.24,16.76,16.76
20260401,FOURCASTNETV2-SMALL,20260321_12_AI,49.5925,15.4075,15.4075
20260402,FOURCASTNETV2-SMALL,20260321_12_AI,54.927499999999995,10.0725,10.0725
20260403,FOURCASTNETV2-SMALL,20260321_12_AI,60.4375,4.6375,4.6375
20260404,FOURCASTNETV2-SMALL,20260321_12_AI,54.3275,10.6725,10.6725
20260405,FOURCASTNETV2-SMALL,20260321_12_AI,45.51,19.49,19.49
