date,model,run_id,mean_temp,tdd,tdd_gw
20260520,FOURCASTNETV2-SMALL,20260519_12_AI,69.1325,0.405,0.405
20260521,FOURCASTNETV2-SMALL,20260519_12_AI,61.745000000000005,3.895,3.895
20260522,FOURCASTNETV2-SMALL,20260519_12_AI,59.4725,5.5275,5.5275
20260523,FOURCASTNETV2-SMALL,20260519_12_AI,59.05,5.95,5.95
20260524,FOURCASTNETV2-SMALL,20260519_12_AI,60.14,5.0024999999999995,5.0024999999999995
20260525,FOURCASTNETV2-SMALL,20260519_12_AI,62.870000000000005,2.94,2.94
20260526,FOURCASTNETV2-SMALL,20260519_12_AI,64.9725,2.12,2.12
20260527,FOURCASTNETV2-SMALL,20260519_12_AI,67.6575,1.3175,1.3175
20260528,FOURCASTNETV2-SMALL,20260519_12_AI,68.97749999999999,1.225,1.225
20260529,FOURCASTNETV2-SMALL,20260519_12_AI,71.0625,0.31,0.31
20260530,FOURCASTNETV2-SMALL,20260519_12_AI,73.505,0.0,0.0
20260531,FOURCASTNETV2-SMALL,20260519_12_AI,74.7325,0.0,0.0
20260601,FOURCASTNETV2-SMALL,20260519_12_AI,75.0,0.0,0.0
20260602,FOURCASTNETV2-SMALL,20260519_12_AI,74.95,0.0,0.0
20260603,FOURCASTNETV2-SMALL,20260519_12_AI,73.05666666666667,0.0,0.0
