date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260411,FOURCASTNETV2-SMALL,20260410_12_AI,53.3525,11.65,0.0,11.65,53.35,11.65,0.0,11.65
20260412,FOURCASTNETV2-SMALL,20260410_12_AI,54.9225,10.08,0.0,10.08,54.92,10.08,0.0,10.08
20260413,FOURCASTNETV2-SMALL,20260410_12_AI,62.5225,2.48,0.0,2.48,62.52,2.48,0.0,2.48
20260414,FOURCASTNETV2-SMALL,20260410_12_AI,65.2225,0.0,0.22,0.22,65.22,0.0,0.22,0.22
20260415,FOURCASTNETV2-SMALL,20260410_12_AI,66.755,0.0,1.75,1.75,66.76,0.0,1.75,1.75
20260416,FOURCASTNETV2-SMALL,20260410_12_AI,66.5475,0.0,1.55,1.55,66.55,0.0,1.55,1.55
20260417,FOURCASTNETV2-SMALL,20260410_12_AI,64.165,0.83,0.0,0.83,64.17,0.83,0.0,0.83
20260418,FOURCASTNETV2-SMALL,20260410_12_AI,60.8175,4.18,0.0,4.18,60.82,4.18,0.0,4.18
20260419,FOURCASTNETV2-SMALL,20260410_12_AI,55.3575,9.64,0.0,9.64,55.36,9.64,0.0,9.64
20260420,FOURCASTNETV2-SMALL,20260410_12_AI,53.185,11.81,0.0,11.81,53.18,11.81,0.0,11.81
20260421,FOURCASTNETV2-SMALL,20260410_12_AI,57.325,7.67,0.0,7.67,57.32,7.67,0.0,7.67
20260422,FOURCASTNETV2-SMALL,20260410_12_AI,56.7225,8.28,0.0,8.28,56.72,8.28,0.0,8.28
20260423,FOURCASTNETV2-SMALL,20260410_12_AI,50.8725,14.13,0.0,14.13,50.87,14.13,0.0,14.13
20260424,FOURCASTNETV2-SMALL,20260410_12_AI,52.755,12.24,0.0,12.24,52.76,12.24,0.0,12.24
20260425,FOURCASTNETV2-SMALL,20260410_12_AI,55.803333333333335,9.2,0.0,9.2,55.8,9.2,0.0,9.2
