date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260523,FOURCASTNETV2-SMALL,20260522_12_AI,60.18,4.82,0.0,4.82,60.18,4.82,0.0,4.82
20260524,FOURCASTNETV2-SMALL,20260522_12_AI,61.2675,3.73,0.0,3.73,61.27,3.73,0.0,3.73
20260525,FOURCASTNETV2-SMALL,20260522_12_AI,63.885,1.12,0.0,1.12,63.88,1.12,0.0,1.12
20260526,FOURCASTNETV2-SMALL,20260522_12_AI,66.25999999999999,0.0,1.26,1.26,66.26,0.0,1.26,1.26
20260527,FOURCASTNETV2-SMALL,20260522_12_AI,67.9675,0.0,2.97,2.97,67.97,0.0,2.97,2.97
20260528,FOURCASTNETV2-SMALL,20260522_12_AI,67.7125,0.0,2.71,2.71,67.71,0.0,2.71,2.71
20260529,FOURCASTNETV2-SMALL,20260522_12_AI,67.315,0.0,2.31,2.31,67.32,0.0,2.31,2.31
20260530,FOURCASTNETV2-SMALL,20260522_12_AI,66.465,0.0,1.47,1.47,66.46,0.0,1.47,1.47
20260531,FOURCASTNETV2-SMALL,20260522_12_AI,64.5325,0.47,0.0,0.47,64.53,0.47,0.0,0.47
20260601,FOURCASTNETV2-SMALL,20260522_12_AI,63.6475,1.35,0.0,1.35,63.65,1.35,0.0,1.35
20260602,FOURCASTNETV2-SMALL,20260522_12_AI,62.8525,2.15,0.0,2.15,62.85,2.15,0.0,2.15
20260603,FOURCASTNETV2-SMALL,20260522_12_AI,63.2525,1.75,0.0,1.75,63.25,1.75,0.0,1.75
20260604,FOURCASTNETV2-SMALL,20260522_12_AI,64.94749999999999,0.05,0.0,0.05,64.95,0.05,0.0,0.05
20260605,FOURCASTNETV2-SMALL,20260522_12_AI,65.58250000000001,0.0,0.58,0.58,65.58,0.0,0.58,0.58
20260606,FOURCASTNETV2-SMALL,20260522_12_AI,64.05666666666666,0.94,0.0,0.94,64.06,0.94,0.0,0.94
