date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260604,FOURCASTNETV2-SMALL,20260603_12_AI,70.8175,0,5.82,5.82,70.82,0,5.82,5.82
20260605,FOURCASTNETV2-SMALL,20260603_12_AI,73.455,0,8.45,8.45,73.46,0,8.45,8.45
20260606,FOURCASTNETV2-SMALL,20260603_12_AI,74.3875,0,9.39,9.39,74.39,0,9.39,9.39
20260607,FOURCASTNETV2-SMALL,20260603_12_AI,73.84,0,8.84,8.84,73.84,0,8.84,8.84
20260608,FOURCASTNETV2-SMALL,20260603_12_AI,71.675,0,6.67,6.67,71.68,0,6.67,6.67
20260609,FOURCASTNETV2-SMALL,20260603_12_AI,70.31,0,5.31,5.31,70.31,0,5.31,5.31
20260610,FOURCASTNETV2-SMALL,20260603_12_AI,71.055,0,6.06,6.06,71.06,0,6.06,6.06
20260611,FOURCASTNETV2-SMALL,20260603_12_AI,73.5425,0,8.54,8.54,73.54,0,8.54,8.54
20260612,FOURCASTNETV2-SMALL,20260603_12_AI,76.36,0,11.36,11.36,76.36,0,11.36,11.36
20260613,FOURCASTNETV2-SMALL,20260603_12_AI,78.36,0,13.36,13.36,78.36,0,13.36,13.36
20260614,FOURCASTNETV2-SMALL,20260603_12_AI,79.33,0,14.33,14.33,79.33,0,14.33,14.33
20260615,FOURCASTNETV2-SMALL,20260603_12_AI,78.545,0,13.55,13.55,78.54,0,13.55,13.55
20260616,FOURCASTNETV2-SMALL,20260603_12_AI,77.8,0,12.8,12.8,77.8,0,12.8,12.8
20260617,FOURCASTNETV2-SMALL,20260603_12_AI,76.145,0,11.14,11.14,76.14,0,11.14,11.14
20260618,FOURCASTNETV2-SMALL,20260603_12_AI,72.20333333333333,0,7.2,7.2,72.2,0,7.2,7.2
