date,model,run_id,mean_temp,tdd,tdd_gw
20260521,FOURCASTNETV2-SMALL,20260520_12_AI,61.555,4.07,4.07
20260522,FOURCASTNETV2-SMALL,20260520_12_AI,59.8025,5.1975,5.1975
20260523,FOURCASTNETV2-SMALL,20260520_12_AI,59.855,5.145,5.145
20260524,FOURCASTNETV2-SMALL,20260520_12_AI,60.71,4.484999999999999,4.484999999999999
20260525,FOURCASTNETV2-SMALL,20260520_12_AI,63.1175,2.9,2.9
20260526,FOURCASTNETV2-SMALL,20260520_12_AI,65.64500000000001,1.89,1.89
20260527,FOURCASTNETV2-SMALL,20260520_12_AI,68.05,1.095,1.095
20260528,FOURCASTNETV2-SMALL,20260520_12_AI,69.845,0.4875,0.4875
20260529,FOURCASTNETV2-SMALL,20260520_12_AI,71.815,0.0,0.0
20260530,FOURCASTNETV2-SMALL,20260520_12_AI,73.3425,0.0,0.0
20260531,FOURCASTNETV2-SMALL,20260520_12_AI,71.66,0.0,0.0
20260601,FOURCASTNETV2-SMALL,20260520_12_AI,70.88250000000001,0.19999999999999998,0.19999999999999998
20260602,FOURCASTNETV2-SMALL,20260520_12_AI,73.06,0.0,0.0
20260603,FOURCASTNETV2-SMALL,20260520_12_AI,74.455,0.0,0.0
20260604,FOURCASTNETV2-SMALL,20260520_12_AI,72.83333333333333,0.0,0.0
