date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260314,FOURCASTNETV2-SMALL,20260313_12_AI,42.5575,22.44,0,22.44,42.56,22.44,0,22.44
20260315,FOURCASTNETV2-SMALL,20260313_12_AI,45.04,19.96,0,19.96,45.04,19.96,0,19.96
20260316,FOURCASTNETV2-SMALL,20260313_12_AI,44.82,20.18,0,20.18,44.82,20.18,0,20.18
20260317,FOURCASTNETV2-SMALL,20260313_12_AI,32.0825,32.92,0,32.92,32.08,32.92,0,32.92
20260318,FOURCASTNETV2-SMALL,20260313_12_AI,31.47,33.53,0,33.53,31.47,33.53,0,33.53
20260319,FOURCASTNETV2-SMALL,20260313_12_AI,39.5075,25.49,0,25.49,39.51,25.49,0,25.49
20260320,FOURCASTNETV2-SMALL,20260313_12_AI,46.62,18.38,0,18.38,46.62,18.38,0,18.38
20260321,FOURCASTNETV2-SMALL,20260313_12_AI,48.35,16.65,0,16.65,48.35,16.65,0,16.65
20260322,FOURCASTNETV2-SMALL,20260313_12_AI,40.6525,24.35,0,24.35,40.65,24.35,0,24.35
20260323,FOURCASTNETV2-SMALL,20260313_12_AI,45.135,19.87,0,19.87,45.14,19.87,0,19.87
20260324,FOURCASTNETV2-SMALL,20260313_12_AI,52.455,12.55,0,12.55,52.46,12.55,0,12.55
20260325,FOURCASTNETV2-SMALL,20260313_12_AI,52.5825,12.42,0,12.42,52.58,12.42,0,12.42
20260326,FOURCASTNETV2-SMALL,20260313_12_AI,50.935,14.06,0,14.06,50.94,14.06,0,14.06
20260327,FOURCASTNETV2-SMALL,20260313_12_AI,53.697500000000005,11.3,0,11.3,53.7,11.3,0,11.3
20260328,FOURCASTNETV2-SMALL,20260313_12_AI,53.50666666666667,11.49,0,11.49,53.51,11.49,0,11.49
