date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260527,FOURCASTNETV2-SMALL,20260526_12_AI,70.35,0.0,5.35,5.35,70.35,0.0,5.35,5.35
20260528,FOURCASTNETV2-SMALL,20260526_12_AI,68.2525,0.0,3.25,3.25,68.25,0.0,3.25,3.25
20260529,FOURCASTNETV2-SMALL,20260526_12_AI,66.3075,0.0,1.31,1.31,66.31,0.0,1.31,1.31
20260530,FOURCASTNETV2-SMALL,20260526_12_AI,66.405,0.0,1.41,1.41,66.4,0.0,1.41,1.41
20260531,FOURCASTNETV2-SMALL,20260526_12_AI,62.6375,2.36,0.0,2.36,62.64,2.36,0.0,2.36
20260601,FOURCASTNETV2-SMALL,20260526_12_AI,63.35,1.65,0.0,1.65,63.35,1.65,0.0,1.65
20260602,FOURCASTNETV2-SMALL,20260526_12_AI,64.92,0.08,0.0,0.08,64.92,0.08,0.0,0.08
20260603,FOURCASTNETV2-SMALL,20260526_12_AI,66.6875,0.0,1.69,1.69,66.69,0.0,1.69,1.69
20260604,FOURCASTNETV2-SMALL,20260526_12_AI,67.495,0.0,2.5,2.5,67.5,0.0,2.5,2.5
20260605,FOURCASTNETV2-SMALL,20260526_12_AI,68.6925,0.0,3.69,3.69,68.69,0.0,3.69,3.69
20260606,FOURCASTNETV2-SMALL,20260526_12_AI,67.7675,0.0,2.77,2.77,67.77,0.0,2.77,2.77
20260607,FOURCASTNETV2-SMALL,20260526_12_AI,67.60249999999999,0.0,2.6,2.6,67.6,0.0,2.6,2.6
20260608,FOURCASTNETV2-SMALL,20260526_12_AI,69.8475,0.0,4.85,4.85,69.85,0.0,4.85,4.85
20260609,FOURCASTNETV2-SMALL,20260526_12_AI,71.9425,0.0,6.94,6.94,71.94,0.0,6.94,6.94
20260610,FOURCASTNETV2-SMALL,20260526_12_AI,70.26,0.0,5.26,5.26,70.26,0.0,5.26,5.26
