date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260410,FOURCASTNETV2-SMALL,20260409_12_AI,55.1875,9.81,0.0,9.81,55.19,9.81,0.0,9.81
20260411,FOURCASTNETV2-SMALL,20260409_12_AI,54.4825,10.52,0.0,10.52,54.48,10.52,0.0,10.52
20260412,FOURCASTNETV2-SMALL,20260409_12_AI,55.9375,9.06,0.0,9.06,55.94,9.06,0.0,9.06
20260413,FOURCASTNETV2-SMALL,20260409_12_AI,62.67999999999999,2.32,0.0,2.32,62.68,2.32,0.0,2.32
20260414,FOURCASTNETV2-SMALL,20260409_12_AI,65.78999999999999,0.0,0.79,0.79,65.79,0.0,0.79,0.79
20260415,FOURCASTNETV2-SMALL,20260409_12_AI,66.1,0.0,1.1,1.1,66.1,0.0,1.1,1.1
20260416,FOURCASTNETV2-SMALL,20260409_12_AI,64.07249999999999,0.93,0.0,0.93,64.07,0.93,0.0,0.93
20260417,FOURCASTNETV2-SMALL,20260409_12_AI,62.3275,2.67,0.0,2.67,62.33,2.67,0.0,2.67
20260418,FOURCASTNETV2-SMALL,20260409_12_AI,61.057500000000005,3.94,0.0,3.94,61.06,3.94,0.0,3.94
20260419,FOURCASTNETV2-SMALL,20260409_12_AI,60.7325,4.27,0.0,4.27,60.73,4.27,0.0,4.27
20260420,FOURCASTNETV2-SMALL,20260409_12_AI,61.8075,3.19,0.0,3.19,61.81,3.19,0.0,3.19
20260421,FOURCASTNETV2-SMALL,20260409_12_AI,62.9875,2.01,0.0,2.01,62.99,2.01,0.0,2.01
20260422,FOURCASTNETV2-SMALL,20260409_12_AI,62.935,2.06,0.0,2.06,62.94,2.06,0.0,2.06
20260423,FOURCASTNETV2-SMALL,20260409_12_AI,58.0825,6.92,0.0,6.92,58.08,6.92,0.0,6.92
20260424,FOURCASTNETV2-SMALL,20260409_12_AI,55.75,9.25,0.0,9.25,55.75,9.25,0.0,9.25
