date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260626,FOURCASTNETV2-SMALL,20260625_12_AI,71.63499999999999,0.0,6.635,6.635,71.63499999999999,0.0,6.635,6.635
20260627,FOURCASTNETV2-SMALL,20260625_12_AI,71.735,0.0,6.734999999999999,6.734999999999999,71.735,0.0,6.734999999999999,6.734999999999999
20260628,FOURCASTNETV2-SMALL,20260625_12_AI,72.655,0.0,7.654999999999999,7.654999999999999,72.655,0.0,7.654999999999999,7.654999999999999
20260629,FOURCASTNETV2-SMALL,20260625_12_AI,76.0675,0.0,11.067499999999999,11.067499999999999,76.0675,0.0,11.067499999999999,11.067499999999999
20260630,FOURCASTNETV2-SMALL,20260625_12_AI,79.0525,0.0,14.0525,14.0525,79.0525,0.0,14.0525,14.0525
20260701,FOURCASTNETV2-SMALL,20260625_12_AI,80.2675,0.0,15.2675,15.2675,80.2675,0.0,15.2675,15.2675
20260702,FOURCASTNETV2-SMALL,20260625_12_AI,79.1125,0.0,14.1125,14.1125,79.1125,0.0,14.1125,14.1125
20260703,FOURCASTNETV2-SMALL,20260625_12_AI,76.205,0.0,11.205,11.205,76.205,0.0,11.205,11.205
20260704,FOURCASTNETV2-SMALL,20260625_12_AI,74.94749999999999,0.0,9.947500000000002,9.947500000000002,74.94749999999999,0.0,9.947500000000002,9.947500000000002
20260705,FOURCASTNETV2-SMALL,20260625_12_AI,74.715,0.0,9.715,9.715,74.715,0.0,9.715,9.715
20260706,FOURCASTNETV2-SMALL,20260625_12_AI,74.8925,0.0,9.8925,9.8925,74.8925,0.0,9.8925,9.8925
20260707,FOURCASTNETV2-SMALL,20260625_12_AI,76.2175,0.0,11.2175,11.2175,76.2175,0.0,11.2175,11.2175
20260708,FOURCASTNETV2-SMALL,20260625_12_AI,77.9325,0.0,12.9325,12.9325,77.9325,0.0,12.9325,12.9325
20260709,FOURCASTNETV2-SMALL,20260625_12_AI,77.5775,0.0,12.5775,12.5775,77.5775,0.0,12.5775,12.5775
20260710,FOURCASTNETV2-SMALL,20260625_12_AI,72.91666666666667,0.0,7.916666666666667,7.916666666666667,72.91666666666667,0.0,7.916666666666667,7.916666666666667
