date,model,run_id,mean_temp,tdd,tdd_gw
20260528,FOURCASTNETV2-SMALL,20260527_12_AI,68.85249999999999,0.565,0.565
20260529,FOURCASTNETV2-SMALL,20260527_12_AI,66.4525,2.3325,2.3325
20260530,FOURCASTNETV2-SMALL,20260527_12_AI,65.4125,2.2,2.2
20260531,FOURCASTNETV2-SMALL,20260527_12_AI,63.74,3.7424999999999997,3.7424999999999997
20260601,FOURCASTNETV2-SMALL,20260527_12_AI,66.095,2.665,2.665
20260602,FOURCASTNETV2-SMALL,20260527_12_AI,66.9925,2.17,2.17
20260603,FOURCASTNETV2-SMALL,20260527_12_AI,64.275,3.215,3.215
20260604,FOURCASTNETV2-SMALL,20260527_12_AI,64.4925,3.3875,3.3875
20260605,FOURCASTNETV2-SMALL,20260527_12_AI,67.66,2.065,2.065
20260606,FOURCASTNETV2-SMALL,20260527_12_AI,69.8175,0.6275,0.6275
20260607,FOURCASTNETV2-SMALL,20260527_12_AI,69.535,0.745,0.745
20260608,FOURCASTNETV2-SMALL,20260527_12_AI,69.28999999999999,1.205,1.205
20260609,FOURCASTNETV2-SMALL,20260527_12_AI,70.8,0.5475,0.5475
20260610,FOURCASTNETV2-SMALL,20260527_12_AI,73.775,0.0,0.0
20260611,FOURCASTNETV2-SMALL,20260527_12_AI,71.86333333333333,0.0,0.0
