date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260331,FOURCASTNETV2-SMALL,20260330_12_AI,61.9275,3.07,0,3.07,61.93,3.07,0,3.07
20260401,FOURCASTNETV2-SMALL,20260330_12_AI,58.15,6.85,0,6.85,58.15,6.85,0,6.85
20260402,FOURCASTNETV2-SMALL,20260330_12_AI,54.0275,10.97,0,10.97,54.03,10.97,0,10.97
20260403,FOURCASTNETV2-SMALL,20260330_12_AI,56.0225,8.98,0,8.98,56.02,8.98,0,8.98
20260404,FOURCASTNETV2-SMALL,20260330_12_AI,56.83,8.17,0,8.17,56.83,8.17,0,8.17
20260405,FOURCASTNETV2-SMALL,20260330_12_AI,51.5875,13.41,0,13.41,51.59,13.41,0,13.41
20260406,FOURCASTNETV2-SMALL,20260330_12_AI,46.3975,18.6,0,18.6,46.4,18.6,0,18.6
20260407,FOURCASTNETV2-SMALL,20260330_12_AI,47.6275,17.37,0,17.37,47.63,17.37,0,17.37
20260408,FOURCASTNETV2-SMALL,20260330_12_AI,47.945,17.06,0,17.06,47.94,17.06,0,17.06
20260409,FOURCASTNETV2-SMALL,20260330_12_AI,49.8375,15.16,0,15.16,49.84,15.16,0,15.16
20260410,FOURCASTNETV2-SMALL,20260330_12_AI,52.3225,12.68,0,12.68,52.32,12.68,0,12.68
20260411,FOURCASTNETV2-SMALL,20260330_12_AI,54.2775,10.72,0,10.72,54.28,10.72,0,10.72
20260412,FOURCASTNETV2-SMALL,20260330_12_AI,47.9925,17.01,0,17.01,47.99,17.01,0,17.01
20260413,FOURCASTNETV2-SMALL,20260330_12_AI,49.21,15.79,0,15.79,49.21,15.79,0,15.79
20260414,FOURCASTNETV2-SMALL,20260330_12_AI,52.82333333333333,12.18,0,12.18,52.82,12.18,0,12.18
