date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260504,FOURCASTNETV2-SMALL,20260503_12_AI,57.685,7.31,0.0,7.31,57.68,7.31,0.0,7.31
20260505,FOURCASTNETV2-SMALL,20260503_12_AI,61.477500000000006,3.52,0.0,3.52,61.48,3.52,0.0,3.52
20260506,FOURCASTNETV2-SMALL,20260503_12_AI,57.865,7.13,0.0,7.13,57.86,7.13,0.0,7.13
20260507,FOURCASTNETV2-SMALL,20260503_12_AI,53.7325,11.27,0.0,11.27,53.73,11.27,0.0,11.27
20260508,FOURCASTNETV2-SMALL,20260503_12_AI,53.495,11.51,0.0,11.51,53.5,11.51,0.0,11.51
20260509,FOURCASTNETV2-SMALL,20260503_12_AI,57.1425,7.86,0.0,7.86,57.14,7.86,0.0,7.86
20260510,FOURCASTNETV2-SMALL,20260503_12_AI,58.290000000000006,6.71,0.0,6.71,58.29,6.71,0.0,6.71
20260511,FOURCASTNETV2-SMALL,20260503_12_AI,57.48,7.52,0.0,7.52,57.48,7.52,0.0,7.52
20260512,FOURCASTNETV2-SMALL,20260503_12_AI,59.86,5.14,0.0,5.14,59.86,5.14,0.0,5.14
20260513,FOURCASTNETV2-SMALL,20260503_12_AI,63.405,1.59,0.0,1.59,63.4,1.59,0.0,1.59
20260514,FOURCASTNETV2-SMALL,20260503_12_AI,62.9925,2.01,0.0,2.01,62.99,2.01,0.0,2.01
20260515,FOURCASTNETV2-SMALL,20260503_12_AI,63.695,1.3,0.0,1.3,63.7,1.3,0.0,1.3
20260516,FOURCASTNETV2-SMALL,20260503_12_AI,65.48,0.0,0.48,0.48,65.48,0.0,0.48,0.48
20260517,FOURCASTNETV2-SMALL,20260503_12_AI,68.47749999999999,0.0,3.48,3.48,68.48,0.0,3.48,3.48
20260518,FOURCASTNETV2-SMALL,20260503_12_AI,68.18666666666667,0.0,3.19,3.19,68.19,0.0,3.19,3.19
