date,model,run_id,mean_temp,tdd,tdd_gw
20260518,FOURCASTNETV2-SMALL,20260517_12_AI,71.3525,0.0,0.0
20260519,FOURCASTNETV2-SMALL,20260517_12_AI,71.5575,0.0,0.0
20260520,FOURCASTNETV2-SMALL,20260517_12_AI,69.0275,0.4325,0.4325
20260521,FOURCASTNETV2-SMALL,20260517_12_AI,62.33,3.6775,3.6775
20260522,FOURCASTNETV2-SMALL,20260517_12_AI,59.3075,5.6925,5.6925
20260523,FOURCASTNETV2-SMALL,20260517_12_AI,59.425000000000004,5.575,5.575
20260524,FOURCASTNETV2-SMALL,20260517_12_AI,60.28,4.885,4.885
20260525,FOURCASTNETV2-SMALL,20260517_12_AI,62.6225,3.0925000000000002,3.0925000000000002
20260526,FOURCASTNETV2-SMALL,20260517_12_AI,64.33500000000001,2.375,2.375
20260527,FOURCASTNETV2-SMALL,20260517_12_AI,66.2325,1.7725,1.7725
20260528,FOURCASTNETV2-SMALL,20260517_12_AI,68.2,0.9925,0.9925
20260529,FOURCASTNETV2-SMALL,20260517_12_AI,67.84,1.35,1.35
20260530,FOURCASTNETV2-SMALL,20260517_12_AI,68.435,1.1675,1.1675
20260531,FOURCASTNETV2-SMALL,20260517_12_AI,69.505,0.4425,0.4425
20260601,FOURCASTNETV2-SMALL,20260517_12_AI,66.58,1.1833333333333333,1.1833333333333333
