date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260610,FOURCASTNETV2-SMALL,20260609_12_AI,74.6225,0.0,9.622499999999999,9.622499999999999,74.6225,0.0,9.622499999999999,9.622499999999999
20260611,FOURCASTNETV2-SMALL,20260609_12_AI,75.5175,0.0,10.5175,10.5175,75.5175,0.0,10.5175,10.5175
20260612,FOURCASTNETV2-SMALL,20260609_12_AI,75.66499999999999,0.0,10.665,10.665,75.66499999999999,0.0,10.665,10.665
20260613,FOURCASTNETV2-SMALL,20260609_12_AI,74.6175,0.0,9.6175,9.6175,74.6175,0.0,9.6175,9.6175
20260614,FOURCASTNETV2-SMALL,20260609_12_AI,73.1325,0.0,8.1325,8.1325,73.1325,0.0,8.1325,8.1325
20260615,FOURCASTNETV2-SMALL,20260609_12_AI,70.815,0.0,5.8149999999999995,5.8149999999999995,70.815,0.0,5.8149999999999995,5.8149999999999995
20260616,FOURCASTNETV2-SMALL,20260609_12_AI,67.98750000000001,0.8075,3.795,4.602499999999999,67.98750000000001,0.8075,3.795,4.602499999999999
20260617,FOURCASTNETV2-SMALL,20260609_12_AI,66.485,1.7750000000000001,3.26,5.035,66.485,1.7750000000000001,3.26,5.035
20260618,FOURCASTNETV2-SMALL,20260609_12_AI,69.015,0.8925000000000001,4.9075,5.8,69.015,0.8925000000000001,4.9075,5.8
20260619,FOURCASTNETV2-SMALL,20260609_12_AI,74.165,0.0,9.165,9.165,74.165,0.0,9.165,9.165
20260620,FOURCASTNETV2-SMALL,20260609_12_AI,73.8925,0.0,8.8925,8.8925,73.8925,0.0,8.8925,8.8925
20260621,FOURCASTNETV2-SMALL,20260609_12_AI,70.2425,0.31,5.5525,5.8625,70.2425,0.31,5.5525,5.8625
20260622,FOURCASTNETV2-SMALL,20260609_12_AI,71.0525,0.0,6.0525,6.0525,71.0525,0.0,6.0525,6.0525
20260623,FOURCASTNETV2-SMALL,20260609_12_AI,73.425,0.0,8.425,8.425,73.425,0.0,8.425,8.425
20260624,FOURCASTNETV2-SMALL,20260609_12_AI,72.49666666666667,0.0,7.496666666666667,7.496666666666667,72.49666666666667,0.0,7.496666666666667,7.496666666666667
