date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260325,FOURCASTNETV2-SMALL,20260324_12_AI,46.225,18.77,0,18.77,46.22,18.77,0,18.77
20260326,FOURCASTNETV2-SMALL,20260324_12_AI,54.6575,10.34,0,10.34,54.66,10.34,0,10.34
20260327,FOURCASTNETV2-SMALL,20260324_12_AI,47.9525,17.05,0,17.05,47.95,17.05,0,17.05
20260328,FOURCASTNETV2-SMALL,20260324_12_AI,38.1875,26.81,0,26.81,38.19,26.81,0,26.81
20260329,FOURCASTNETV2-SMALL,20260324_12_AI,43.0275,21.97,0,21.97,43.03,21.97,0,21.97
20260330,FOURCASTNETV2-SMALL,20260324_12_AI,44.005,20.99,0,20.99,44.0,20.99,0,20.99
20260331,FOURCASTNETV2-SMALL,20260324_12_AI,48.55,16.45,0,16.45,48.55,16.45,0,16.45
20260401,FOURCASTNETV2-SMALL,20260324_12_AI,51.0775,13.92,0,13.92,51.08,13.92,0,13.92
20260402,FOURCASTNETV2-SMALL,20260324_12_AI,53.7425,11.26,0,11.26,53.74,11.26,0,11.26
20260403,FOURCASTNETV2-SMALL,20260324_12_AI,55.1775,9.82,0,9.82,55.18,9.82,0,9.82
20260404,FOURCASTNETV2-SMALL,20260324_12_AI,59.5725,5.43,0,5.43,59.57,5.43,0,5.43
20260405,FOURCASTNETV2-SMALL,20260324_12_AI,60.77,4.23,0,4.23,60.77,4.23,0,4.23
20260406,FOURCASTNETV2-SMALL,20260324_12_AI,57.13,7.87,0,7.87,57.13,7.87,0,7.87
20260407,FOURCASTNETV2-SMALL,20260324_12_AI,46.5875,18.41,0,18.41,46.59,18.41,0,18.41
20260408,FOURCASTNETV2-SMALL,20260324_12_AI,41.24666666666667,23.75,0,23.75,41.25,23.75,0,23.75
