date,model,run_id,mean_temp,tdd,tdd_gw
20260406,FOURCASTNETV2-SMALL,20260405_12_AI,47.39,17.61,17.61
20260407,FOURCASTNETV2-SMALL,20260405_12_AI,44.095,20.905,20.905
20260408,FOURCASTNETV2-SMALL,20260405_12_AI,42.9525,22.0475,22.0475
20260409,FOURCASTNETV2-SMALL,20260405_12_AI,50.5525,14.4475,14.4475
20260410,FOURCASTNETV2-SMALL,20260405_12_AI,53.8975,11.1025,11.1025
20260411,FOURCASTNETV2-SMALL,20260405_12_AI,57.1025,8.205,8.205
20260412,FOURCASTNETV2-SMALL,20260405_12_AI,61.835,4.5225,4.5225
20260413,FOURCASTNETV2-SMALL,20260405_12_AI,63.864999999999995,2.925,2.925
20260414,FOURCASTNETV2-SMALL,20260405_12_AI,61.9175,4.0649999999999995,4.0649999999999995
20260415,FOURCASTNETV2-SMALL,20260405_12_AI,60.989999999999995,4.01,4.01
20260416,FOURCASTNETV2-SMALL,20260405_12_AI,53.975,11.025,11.025
20260417,FOURCASTNETV2-SMALL,20260405_12_AI,50.67,14.33,14.33
20260418,FOURCASTNETV2-SMALL,20260405_12_AI,53.58,11.42,11.42
20260419,FOURCASTNETV2-SMALL,20260405_12_AI,56.7,8.3,8.3
20260420,FOURCASTNETV2-SMALL,20260405_12_AI,54.20666666666667,10.793333333333335,10.793333333333335
