date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260421,FOURCASTNETV2-SMALL,20260420_12_AI,49.735,15.26,0,15.26,49.74,15.26,0,15.26
20260422,FOURCASTNETV2-SMALL,20260420_12_AI,56.7275,8.27,0,8.27,56.73,8.27,0,8.27
20260423,FOURCASTNETV2-SMALL,20260420_12_AI,58.765,6.24,0,6.24,58.76,6.24,0,6.24
20260424,FOURCASTNETV2-SMALL,20260420_12_AI,60.195,4.8,0,4.8,60.2,4.8,0,4.8
20260425,FOURCASTNETV2-SMALL,20260420_12_AI,56.8325,8.17,0,8.17,56.83,8.17,0,8.17
20260426,FOURCASTNETV2-SMALL,20260420_12_AI,53.56,11.44,0,11.44,53.56,11.44,0,11.44
20260427,FOURCASTNETV2-SMALL,20260420_12_AI,53.0375,11.96,0,11.96,53.04,11.96,0,11.96
20260428,FOURCASTNETV2-SMALL,20260420_12_AI,53.1775,11.82,0,11.82,53.18,11.82,0,11.82
20260429,FOURCASTNETV2-SMALL,20260420_12_AI,52.5825,12.42,0,12.42,52.58,12.42,0,12.42
20260430,FOURCASTNETV2-SMALL,20260420_12_AI,53.53,11.47,0,11.47,53.53,11.47,0,11.47
20260501,FOURCASTNETV2-SMALL,20260420_12_AI,53.7325,11.27,0,11.27,53.73,11.27,0,11.27
20260502,FOURCASTNETV2-SMALL,20260420_12_AI,52.6575,12.34,0,12.34,52.66,12.34,0,12.34
20260503,FOURCASTNETV2-SMALL,20260420_12_AI,53.56,11.44,0,11.44,53.56,11.44,0,11.44
20260504,FOURCASTNETV2-SMALL,20260420_12_AI,59.08,5.92,0,5.92,59.08,5.92,0,5.92
20260505,FOURCASTNETV2-SMALL,20260420_12_AI,59.06333333333333,5.94,0,5.94,59.06,5.94,0,5.94
