date,model,run_id,mean_temp,tdd,tdd_gw
20260424,FOURCASTNETV2-SMALL,20260423_12_AI,60.615,4.85,4.85
20260425,FOURCASTNETV2-SMALL,20260423_12_AI,56.1625,8.8375,8.8375
20260426,FOURCASTNETV2-SMALL,20260423_12_AI,52.995000000000005,12.005,12.005
20260427,FOURCASTNETV2-SMALL,20260423_12_AI,54.6475,10.3525,10.3525
20260428,FOURCASTNETV2-SMALL,20260423_12_AI,56.120000000000005,8.88,8.88
20260429,FOURCASTNETV2-SMALL,20260423_12_AI,54.7,10.3,10.3
20260430,FOURCASTNETV2-SMALL,20260423_12_AI,54.435,10.565,10.565
20260501,FOURCASTNETV2-SMALL,20260423_12_AI,53.2625,11.7375,11.7375
20260502,FOURCASTNETV2-SMALL,20260423_12_AI,51.864999999999995,13.135000000000002,13.135000000000002
20260503,FOURCASTNETV2-SMALL,20260423_12_AI,53.205,11.795,11.795
20260504,FOURCASTNETV2-SMALL,20260423_12_AI,53.92,11.08,11.08
20260505,FOURCASTNETV2-SMALL,20260423_12_AI,52.662499999999994,12.337499999999999,12.337499999999999
20260506,FOURCASTNETV2-SMALL,20260423_12_AI,51.5575,13.442499999999999,13.442499999999999
20260507,FOURCASTNETV2-SMALL,20260423_12_AI,51.7175,13.2825,13.2825
20260508,FOURCASTNETV2-SMALL,20260423_12_AI,49.68333333333334,15.316666666666665,15.316666666666665
