date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260320,FOURCASTNETV2-SMALL,20260319_12_AI,50.57,14.43,0,14.43,50.57,14.43,0,14.43
20260321,FOURCASTNETV2-SMALL,20260319_12_AI,53.0925,11.91,0,11.91,53.09,11.91,0,11.91
20260322,FOURCASTNETV2-SMALL,20260319_12_AI,54.455,10.55,0,10.55,54.46,10.55,0,10.55
20260323,FOURCASTNETV2-SMALL,20260319_12_AI,46.63,18.37,0,18.37,46.63,18.37,0,18.37
20260324,FOURCASTNETV2-SMALL,20260319_12_AI,43.69,21.31,0,21.31,43.69,21.31,0,21.31
20260325,FOURCASTNETV2-SMALL,20260319_12_AI,46.955,18.05,0,18.05,46.96,18.05,0,18.05
20260326,FOURCASTNETV2-SMALL,20260319_12_AI,47.4275,17.57,0,17.57,47.43,17.57,0,17.57
20260327,FOURCASTNETV2-SMALL,20260319_12_AI,43.1325,21.87,0,21.87,43.13,21.87,0,21.87
20260328,FOURCASTNETV2-SMALL,20260319_12_AI,39.85,25.15,0,25.15,39.85,25.15,0,25.15
20260329,FOURCASTNETV2-SMALL,20260319_12_AI,42.1225,22.88,0,22.88,42.12,22.88,0,22.88
20260330,FOURCASTNETV2-SMALL,20260319_12_AI,52.7,12.3,0,12.3,52.7,12.3,0,12.3
20260331,FOURCASTNETV2-SMALL,20260319_12_AI,57.595,7.41,0,7.41,57.6,7.41,0,7.41
20260401,FOURCASTNETV2-SMALL,20260319_12_AI,54.59,10.41,0,10.41,54.59,10.41,0,10.41
20260402,FOURCASTNETV2-SMALL,20260319_12_AI,55.2375,9.76,0,9.76,55.24,9.76,0,9.76
20260403,FOURCASTNETV2-SMALL,20260319_12_AI,51.84666666666666,13.15,0,13.15,51.85,13.15,0,13.15
