date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260502,FOURCASTNETV2-SMALL,20260501_12_AI,50.0225,14.98,0,14.98,50.02,14.98,0,14.98
20260503,FOURCASTNETV2-SMALL,20260501_12_AI,51.6275,13.37,0,13.37,51.63,13.37,0,13.37
20260504,FOURCASTNETV2-SMALL,20260501_12_AI,57.885,7.12,0,7.12,57.88,7.12,0,7.12
20260505,FOURCASTNETV2-SMALL,20260501_12_AI,60.95,4.05,0,4.05,60.95,4.05,0,4.05
20260506,FOURCASTNETV2-SMALL,20260501_12_AI,57.52,7.48,0,7.48,57.52,7.48,0,7.48
20260507,FOURCASTNETV2-SMALL,20260501_12_AI,55.4775,9.52,0,9.52,55.48,9.52,0,9.52
20260508,FOURCASTNETV2-SMALL,20260501_12_AI,54.2125,10.79,0,10.79,54.21,10.79,0,10.79
20260509,FOURCASTNETV2-SMALL,20260501_12_AI,58.1675,6.83,0,6.83,58.17,6.83,0,6.83
20260510,FOURCASTNETV2-SMALL,20260501_12_AI,60.8725,4.13,0,4.13,60.87,4.13,0,4.13
20260511,FOURCASTNETV2-SMALL,20260501_12_AI,60.45,4.55,0,4.55,60.45,4.55,0,4.55
20260512,FOURCASTNETV2-SMALL,20260501_12_AI,61.15,3.85,0,3.85,61.15,3.85,0,3.85
20260513,FOURCASTNETV2-SMALL,20260501_12_AI,60.63,4.37,0,4.37,60.63,4.37,0,4.37
20260514,FOURCASTNETV2-SMALL,20260501_12_AI,60.9725,4.03,0,4.03,60.97,4.03,0,4.03
20260515,FOURCASTNETV2-SMALL,20260501_12_AI,60.7475,4.25,0,4.25,60.75,4.25,0,4.25
20260516,FOURCASTNETV2-SMALL,20260501_12_AI,57.92666666666667,7.07,0,7.07,57.93,7.07,0,7.07
