date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260510,FOURCASTNETV2-SMALL,20260509_12_AI,58.9275,6.07,0.0,6.07,58.93,6.07,0.0,6.07
20260511,FOURCASTNETV2-SMALL,20260509_12_AI,56.9975,8.0,0.0,8.0,57.0,8.0,0.0,8.0
20260512,FOURCASTNETV2-SMALL,20260509_12_AI,55.9475,9.05,0.0,9.05,55.95,9.05,0.0,9.05
20260513,FOURCASTNETV2-SMALL,20260509_12_AI,57.8975,7.1,0.0,7.1,57.9,7.1,0.0,7.1
20260514,FOURCASTNETV2-SMALL,20260509_12_AI,56.77,8.23,0.0,8.23,56.77,8.23,0.0,8.23
20260515,FOURCASTNETV2-SMALL,20260509_12_AI,57.5275,7.47,0.0,7.47,57.53,7.47,0.0,7.47
20260516,FOURCASTNETV2-SMALL,20260509_12_AI,62.03,2.97,0.0,2.97,62.03,2.97,0.0,2.97
20260517,FOURCASTNETV2-SMALL,20260509_12_AI,64.5075,0.49,0.0,0.49,64.51,0.49,0.0,0.49
20260518,FOURCASTNETV2-SMALL,20260509_12_AI,63.515,1.48,0.0,1.48,63.52,1.48,0.0,1.48
20260519,FOURCASTNETV2-SMALL,20260509_12_AI,65.4675,0.0,0.47,0.47,65.47,0.0,0.47,0.47
20260520,FOURCASTNETV2-SMALL,20260509_12_AI,64.9025,0.1,0.0,0.1,64.9,0.1,0.0,0.1
20260521,FOURCASTNETV2-SMALL,20260509_12_AI,65.285,0.0,0.28,0.28,65.28,0.0,0.28,0.28
20260522,FOURCASTNETV2-SMALL,20260509_12_AI,68.6425,0.0,3.64,3.64,68.64,0.0,3.64,3.64
20260523,FOURCASTNETV2-SMALL,20260509_12_AI,70.33,0.0,5.33,5.33,70.33,0.0,5.33,5.33
20260524,FOURCASTNETV2-SMALL,20260509_12_AI,70.26333333333334,0.0,5.26,5.26,70.26,0.0,5.26,5.26
