date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260416,FOURCASTNETV2-SMALL,20260415_12_AI,66.845,0.0,1.84,1.84,66.84,0.0,1.84,1.84
20260417,FOURCASTNETV2-SMALL,20260415_12_AI,64.69749999999999,0.3,0.0,0.3,64.7,0.3,0.0,0.3
20260418,FOURCASTNETV2-SMALL,20260415_12_AI,60.0625,4.94,0.0,4.94,60.06,4.94,0.0,4.94
20260419,FOURCASTNETV2-SMALL,20260415_12_AI,51.065,13.94,0.0,13.94,51.06,13.94,0.0,13.94
20260420,FOURCASTNETV2-SMALL,20260415_12_AI,46.045,18.95,0.0,18.95,46.04,18.95,0.0,18.95
20260421,FOURCASTNETV2-SMALL,20260415_12_AI,53.8225,11.18,0.0,11.18,53.82,11.18,0.0,11.18
20260422,FOURCASTNETV2-SMALL,20260415_12_AI,57.8275,7.17,0.0,7.17,57.83,7.17,0.0,7.17
20260423,FOURCASTNETV2-SMALL,20260415_12_AI,56.53,8.47,0.0,8.47,56.53,8.47,0.0,8.47
20260424,FOURCASTNETV2-SMALL,20260415_12_AI,60.545,4.45,0.0,4.45,60.54,4.45,0.0,4.45
20260425,FOURCASTNETV2-SMALL,20260415_12_AI,60.1925,4.81,0.0,4.81,60.19,4.81,0.0,4.81
20260426,FOURCASTNETV2-SMALL,20260415_12_AI,54.98,10.02,0.0,10.02,54.98,10.02,0.0,10.02
20260427,FOURCASTNETV2-SMALL,20260415_12_AI,55.6875,9.31,0.0,9.31,55.69,9.31,0.0,9.31
20260428,FOURCASTNETV2-SMALL,20260415_12_AI,60.625,4.38,0.0,4.38,60.62,4.38,0.0,4.38
20260429,FOURCASTNETV2-SMALL,20260415_12_AI,63.6425,1.36,0.0,1.36,63.64,1.36,0.0,1.36
20260430,FOURCASTNETV2-SMALL,20260415_12_AI,58.97,6.03,0.0,6.03,58.97,6.03,0.0,6.03
