date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260326,FOURCASTNETV2-SMALL,20260325_12_AI,56.085,8.91,0,8.91,56.08,8.91,0,8.91
20260327,FOURCASTNETV2-SMALL,20260325_12_AI,48.8225,16.18,0,16.18,48.82,16.18,0,16.18
20260328,FOURCASTNETV2-SMALL,20260325_12_AI,37.945,27.06,0,27.06,37.94,27.06,0,27.06
20260329,FOURCASTNETV2-SMALL,20260325_12_AI,42.25,22.75,0,22.75,42.25,22.75,0,22.75
20260330,FOURCASTNETV2-SMALL,20260325_12_AI,50.8325,14.17,0,14.17,50.83,14.17,0,14.17
20260331,FOURCASTNETV2-SMALL,20260325_12_AI,58.9475,6.05,0,6.05,58.95,6.05,0,6.05
20260401,FOURCASTNETV2-SMALL,20260325_12_AI,62.97,2.03,0,2.03,62.97,2.03,0,2.03
20260402,FOURCASTNETV2-SMALL,20260325_12_AI,60.7125,4.29,0,4.29,60.71,4.29,0,4.29
20260403,FOURCASTNETV2-SMALL,20260325_12_AI,55.4325,9.57,0,9.57,55.43,9.57,0,9.57
20260404,FOURCASTNETV2-SMALL,20260325_12_AI,47.3825,17.62,0,17.62,47.38,17.62,0,17.62
20260405,FOURCASTNETV2-SMALL,20260325_12_AI,43.8525,21.15,0,21.15,43.85,21.15,0,21.15
20260406,FOURCASTNETV2-SMALL,20260325_12_AI,50.365,14.63,0,14.63,50.36,14.63,0,14.63
20260407,FOURCASTNETV2-SMALL,20260325_12_AI,49.905,15.1,0,15.1,49.9,15.1,0,15.1
20260408,FOURCASTNETV2-SMALL,20260325_12_AI,47.1725,17.83,0,17.83,47.17,17.83,0,17.83
20260409,FOURCASTNETV2-SMALL,20260325_12_AI,47.76666666666667,17.23,0,17.23,47.77,17.23,0,17.23
