date,model,run_id,mean_temp,tdd,tdd_gw
20260315,FOURCASTNETV2-SMALL,20260314_12_AI,44.915,20.085,20.085
20260316,FOURCASTNETV2-SMALL,20260314_12_AI,45.629999999999995,19.37,19.37
20260317,FOURCASTNETV2-SMALL,20260314_12_AI,33.7175,31.2825,31.2825
20260318,FOURCASTNETV2-SMALL,20260314_12_AI,32.5025,32.4975,32.4975
20260319,FOURCASTNETV2-SMALL,20260314_12_AI,41.1525,23.8475,23.8475
20260320,FOURCASTNETV2-SMALL,20260314_12_AI,47.3325,17.6675,17.6675
20260321,FOURCASTNETV2-SMALL,20260314_12_AI,50.832499999999996,14.1675,14.1675
20260322,FOURCASTNETV2-SMALL,20260314_12_AI,40.3325,24.6675,24.6675
20260323,FOURCASTNETV2-SMALL,20260314_12_AI,43.1425,21.8575,21.8575
20260324,FOURCASTNETV2-SMALL,20260314_12_AI,48.5925,16.407500000000002,16.407500000000002
20260325,FOURCASTNETV2-SMALL,20260314_12_AI,50.9425,14.0575,14.0575
20260326,FOURCASTNETV2-SMALL,20260314_12_AI,46.28,18.72,18.72
20260327,FOURCASTNETV2-SMALL,20260314_12_AI,46.5225,18.4775,18.4775
20260328,FOURCASTNETV2-SMALL,20260314_12_AI,51.3275,13.6725,13.6725
20260329,FOURCASTNETV2-SMALL,20260314_12_AI,56.22,8.780000000000001,8.780000000000001
