date,model,run_id,mean_temp,tdd,tdd_gw
20260311,FOURCASTNETV2-SMALL,20260310_12_AI,56.4025,8.5975,8.5975
20260312,FOURCASTNETV2-SMALL,20260310_12_AI,45.4125,19.5875,19.5875
20260313,FOURCASTNETV2-SMALL,20260310_12_AI,41.260000000000005,23.740000000000002,23.740000000000002
20260314,FOURCASTNETV2-SMALL,20260310_12_AI,40.855000000000004,24.145,24.145
20260315,FOURCASTNETV2-SMALL,20260310_12_AI,44.3575,20.6425,20.6425
20260316,FOURCASTNETV2-SMALL,20260310_12_AI,41.67,23.33,23.33
20260317,FOURCASTNETV2-SMALL,20260310_12_AI,29.945,35.055,35.055
20260318,FOURCASTNETV2-SMALL,20260310_12_AI,30.4025,34.597500000000004,34.597500000000004
20260319,FOURCASTNETV2-SMALL,20260310_12_AI,37.875,27.125,27.125
20260320,FOURCASTNETV2-SMALL,20260310_12_AI,45.41,19.59,19.59
20260321,FOURCASTNETV2-SMALL,20260310_12_AI,41.495,23.505,23.505
20260322,FOURCASTNETV2-SMALL,20260310_12_AI,48.31,16.69,16.69
20260323,FOURCASTNETV2-SMALL,20260310_12_AI,42.1175,22.8825,22.8825
20260324,FOURCASTNETV2-SMALL,20260310_12_AI,40.8125,24.1875,24.1875
20260325,FOURCASTNETV2-SMALL,20260310_12_AI,41.803333333333335,23.19666666666667,23.19666666666667
