date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260515,FOURCASTNETV2-SMALL,20260514_12_AI,58.5475,6.45,0.0,6.45,58.55,6.45,0.0,6.45
20260516,FOURCASTNETV2-SMALL,20260514_12_AI,63.3,1.7,0.0,1.7,63.3,1.7,0.0,1.7
20260517,FOURCASTNETV2-SMALL,20260514_12_AI,67.8475,0.0,2.85,2.85,67.85,0.0,2.85,2.85
20260518,FOURCASTNETV2-SMALL,20260514_12_AI,70.27250000000001,0.0,5.27,5.27,70.27,0.0,5.27,5.27
20260519,FOURCASTNETV2-SMALL,20260514_12_AI,71.9,0.0,6.9,6.9,71.9,0.0,6.9,6.9
20260520,FOURCASTNETV2-SMALL,20260514_12_AI,70.6825,0.0,5.68,5.68,70.68,0.0,5.68,5.68
20260521,FOURCASTNETV2-SMALL,20260514_12_AI,67.6925,0.0,2.69,2.69,67.69,0.0,2.69,2.69
20260522,FOURCASTNETV2-SMALL,20260514_12_AI,64.39500000000001,0.6,0.0,0.6,64.4,0.6,0.0,0.6
20260523,FOURCASTNETV2-SMALL,20260514_12_AI,62.505,2.49,0.0,2.49,62.5,2.49,0.0,2.49
20260524,FOURCASTNETV2-SMALL,20260514_12_AI,62.1425,2.86,0.0,2.86,62.14,2.86,0.0,2.86
20260525,FOURCASTNETV2-SMALL,20260514_12_AI,62.6775,2.32,0.0,2.32,62.68,2.32,0.0,2.32
20260526,FOURCASTNETV2-SMALL,20260514_12_AI,64.1825,0.82,0.0,0.82,64.18,0.82,0.0,0.82
20260527,FOURCASTNETV2-SMALL,20260514_12_AI,66.30250000000001,0.0,1.3,1.3,66.3,0.0,1.3,1.3
20260528,FOURCASTNETV2-SMALL,20260514_12_AI,68.89750000000001,0.0,3.9,3.9,68.9,0.0,3.9,3.9
20260529,FOURCASTNETV2-SMALL,20260514_12_AI,68.82,0.0,3.82,3.82,68.82,0.0,3.82,3.82
