date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260415,FOURCASTNETV2-SMALL,20260414_12_AI,66.72,0.0,1.72,1.72,66.72,0.0,1.72,1.72
20260416,FOURCASTNETV2-SMALL,20260414_12_AI,66.5675,0.0,1.57,1.57,66.57,0.0,1.57,1.57
20260417,FOURCASTNETV2-SMALL,20260414_12_AI,64.1225,0.88,0.0,0.88,64.12,0.88,0.0,0.88
20260418,FOURCASTNETV2-SMALL,20260414_12_AI,58.64,6.36,0.0,6.36,58.64,6.36,0.0,6.36
20260419,FOURCASTNETV2-SMALL,20260414_12_AI,50.0525,14.95,0.0,14.95,50.05,14.95,0.0,14.95
20260420,FOURCASTNETV2-SMALL,20260414_12_AI,46.3675,18.63,0.0,18.63,46.37,18.63,0.0,18.63
20260421,FOURCASTNETV2-SMALL,20260414_12_AI,52.86,12.14,0.0,12.14,52.86,12.14,0.0,12.14
20260422,FOURCASTNETV2-SMALL,20260414_12_AI,60.9375,4.06,0.0,4.06,60.94,4.06,0.0,4.06
20260423,FOURCASTNETV2-SMALL,20260414_12_AI,64.2675,0.73,0.0,0.73,64.27,0.73,0.0,0.73
20260424,FOURCASTNETV2-SMALL,20260414_12_AI,63.815,1.19,0.0,1.19,63.82,1.19,0.0,1.19
20260425,FOURCASTNETV2-SMALL,20260414_12_AI,59.8675,5.13,0.0,5.13,59.87,5.13,0.0,5.13
20260426,FOURCASTNETV2-SMALL,20260414_12_AI,53.15,11.85,0.0,11.85,53.15,11.85,0.0,11.85
20260427,FOURCASTNETV2-SMALL,20260414_12_AI,48.1225,16.88,0.0,16.88,48.12,16.88,0.0,16.88
20260428,FOURCASTNETV2-SMALL,20260414_12_AI,52.755,12.24,0.0,12.24,52.76,12.24,0.0,12.24
20260429,FOURCASTNETV2-SMALL,20260414_12_AI,55.41,9.59,0.0,9.59,55.41,9.59,0.0,9.59
