date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260430,FOURCASTNETV2-SMALL,20260429_12_AI,52.77,12.23,0,12.23,52.77,12.23,0,12.23
20260501,FOURCASTNETV2-SMALL,20260429_12_AI,51.295,13.7,0,13.7,51.3,13.7,0,13.7
20260502,FOURCASTNETV2-SMALL,20260429_12_AI,50.33,14.67,0,14.67,50.33,14.67,0,14.67
20260503,FOURCASTNETV2-SMALL,20260429_12_AI,52.305,12.7,0,12.7,52.3,12.7,0,12.7
20260504,FOURCASTNETV2-SMALL,20260429_12_AI,58.04,6.96,0,6.96,58.04,6.96,0,6.96
20260505,FOURCASTNETV2-SMALL,20260429_12_AI,61.9975,3.0,0,3.0,62.0,3.0,0,3.0
20260506,FOURCASTNETV2-SMALL,20260429_12_AI,59.1025,5.9,0,5.9,59.1,5.9,0,5.9
20260507,FOURCASTNETV2-SMALL,20260429_12_AI,56.5275,8.47,0,8.47,56.53,8.47,0,8.47
20260508,FOURCASTNETV2-SMALL,20260429_12_AI,58.175,6.83,0,6.83,58.18,6.83,0,6.83
20260509,FOURCASTNETV2-SMALL,20260429_12_AI,60.01,4.99,0,4.99,60.01,4.99,0,4.99
20260510,FOURCASTNETV2-SMALL,20260429_12_AI,61.69,3.31,0,3.31,61.69,3.31,0,3.31
20260511,FOURCASTNETV2-SMALL,20260429_12_AI,60.985,4.02,0,4.02,60.98,4.02,0,4.02
20260512,FOURCASTNETV2-SMALL,20260429_12_AI,57.34,7.66,0,7.66,57.34,7.66,0,7.66
20260513,FOURCASTNETV2-SMALL,20260429_12_AI,56.005,8.99,0,8.99,56.0,8.99,0,8.99
20260514,FOURCASTNETV2-SMALL,20260429_12_AI,52.59,12.41,0,12.41,52.59,12.41,0,12.41
