date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260401,FOURCASTNETV2-SMALL,20260331_12_AI,58.7025,6.3,0,6.3,58.7,6.3,0,6.3
20260402,FOURCASTNETV2-SMALL,20260331_12_AI,53.7525,11.25,0,11.25,53.75,11.25,0,11.25
20260403,FOURCASTNETV2-SMALL,20260331_12_AI,55.8875,9.11,0,9.11,55.89,9.11,0,9.11
20260404,FOURCASTNETV2-SMALL,20260331_12_AI,56.565,8.44,0,8.44,56.56,8.44,0,8.44
20260405,FOURCASTNETV2-SMALL,20260331_12_AI,51.0125,13.99,0,13.99,51.01,13.99,0,13.99
20260406,FOURCASTNETV2-SMALL,20260331_12_AI,46.072500000000005,18.93,0,18.93,46.07,18.93,0,18.93
20260407,FOURCASTNETV2-SMALL,20260331_12_AI,46.09,18.91,0,18.91,46.09,18.91,0,18.91
20260408,FOURCASTNETV2-SMALL,20260331_12_AI,44.7925,20.21,0,20.21,44.79,20.21,0,20.21
20260409,FOURCASTNETV2-SMALL,20260331_12_AI,51.565,13.44,0,13.44,51.56,13.44,0,13.44
20260410,FOURCASTNETV2-SMALL,20260331_12_AI,56.3575,8.64,0,8.64,56.36,8.64,0,8.64
20260411,FOURCASTNETV2-SMALL,20260331_12_AI,55.445,9.56,0,9.56,55.44,9.56,0,9.56
20260412,FOURCASTNETV2-SMALL,20260331_12_AI,51.7825,13.22,0,13.22,51.78,13.22,0,13.22
20260413,FOURCASTNETV2-SMALL,20260331_12_AI,48.145,16.85,0,16.85,48.14,16.85,0,16.85
20260414,FOURCASTNETV2-SMALL,20260331_12_AI,48.17,16.83,0,16.83,48.17,16.83,0,16.83
20260415,FOURCASTNETV2-SMALL,20260331_12_AI,48.79,16.21,0,16.21,48.79,16.21,0,16.21
