date,model,run_id,mean_temp,tdd,tdd_gw
20260502,FOURCASTNETV2-SMALL,20260501_12_AI,50.0225,14.9775,14.9775
20260503,FOURCASTNETV2-SMALL,20260501_12_AI,51.6275,13.3725,13.3725
20260504,FOURCASTNETV2-SMALL,20260501_12_AI,57.885,7.88,7.88
20260505,FOURCASTNETV2-SMALL,20260501_12_AI,60.95,4.529999999999999,4.529999999999999
20260506,FOURCASTNETV2-SMALL,20260501_12_AI,57.519999999999996,7.48,7.48
20260507,FOURCASTNETV2-SMALL,20260501_12_AI,55.4775,9.5225,9.5225
20260508,FOURCASTNETV2-SMALL,20260501_12_AI,54.2125,10.7875,10.7875
20260509,FOURCASTNETV2-SMALL,20260501_12_AI,58.1675,7.2275,7.2275
20260510,FOURCASTNETV2-SMALL,20260501_12_AI,60.8725,4.2875,4.2875
20260511,FOURCASTNETV2-SMALL,20260501_12_AI,60.45,5.185,5.185
20260512,FOURCASTNETV2-SMALL,20260501_12_AI,61.15,4.675000000000001,4.675000000000001
20260513,FOURCASTNETV2-SMALL,20260501_12_AI,60.629999999999995,4.77,4.77
20260514,FOURCASTNETV2-SMALL,20260501_12_AI,60.972500000000004,4.265000000000001,4.265000000000001
20260515,FOURCASTNETV2-SMALL,20260501_12_AI,60.7475,4.2524999999999995,4.2524999999999995
20260516,FOURCASTNETV2-SMALL,20260501_12_AI,57.92666666666667,7.073333333333333,7.073333333333333
