date,model,run_id,mean_temp,tdd,tdd_gw
20260505,FOURCASTNETV2-SMALL,20260504_12_AI,61.412499999999994,4.29,4.29
20260506,FOURCASTNETV2-SMALL,20260504_12_AI,57.5575,7.4425,7.4425
20260507,FOURCASTNETV2-SMALL,20260504_12_AI,53.5325,11.467500000000001,11.467500000000001
20260508,FOURCASTNETV2-SMALL,20260504_12_AI,52.9925,12.0075,12.0075
20260509,FOURCASTNETV2-SMALL,20260504_12_AI,56.855000000000004,8.145,8.145
20260510,FOURCASTNETV2-SMALL,20260504_12_AI,59.2575,5.93,5.93
20260511,FOURCASTNETV2-SMALL,20260504_12_AI,57.7825,7.2175,7.2175
20260512,FOURCASTNETV2-SMALL,20260504_12_AI,56.9375,8.1075,8.1075
20260513,FOURCASTNETV2-SMALL,20260504_12_AI,61.055,4.359999999999999,4.359999999999999
20260514,FOURCASTNETV2-SMALL,20260504_12_AI,62.152499999999996,4.5525,4.5525
20260515,FOURCASTNETV2-SMALL,20260504_12_AI,64.47749999999999,3.16,3.16
20260516,FOURCASTNETV2-SMALL,20260504_12_AI,63.685,3.31,3.31
20260517,FOURCASTNETV2-SMALL,20260504_12_AI,61.7725,3.7225000000000006,3.7225000000000006
20260518,FOURCASTNETV2-SMALL,20260504_12_AI,59.4025,5.635,5.635
20260519,FOURCASTNETV2-SMALL,20260504_12_AI,58.923333333333325,6.076666666666667,6.076666666666667
