date,model,run_id,mean_temp,tdd,tdd_gw
20260325,FOURCASTNETV2-SMALL,20260324_12_AI,46.225,18.775,18.775
20260326,FOURCASTNETV2-SMALL,20260324_12_AI,54.6575,10.3425,10.3425
20260327,FOURCASTNETV2-SMALL,20260324_12_AI,47.9525,17.0475,17.0475
20260328,FOURCASTNETV2-SMALL,20260324_12_AI,38.1875,26.8125,26.8125
20260329,FOURCASTNETV2-SMALL,20260324_12_AI,43.0275,21.9725,21.9725
20260330,FOURCASTNETV2-SMALL,20260324_12_AI,44.004999999999995,20.994999999999997,20.994999999999997
20260331,FOURCASTNETV2-SMALL,20260324_12_AI,48.55,16.45,16.45
20260401,FOURCASTNETV2-SMALL,20260324_12_AI,51.0775,13.9225,13.9225
20260402,FOURCASTNETV2-SMALL,20260324_12_AI,53.7425,11.2575,11.2575
20260403,FOURCASTNETV2-SMALL,20260324_12_AI,55.1775,9.8225,9.8225
20260404,FOURCASTNETV2-SMALL,20260324_12_AI,59.5725,5.745,5.745
20260405,FOURCASTNETV2-SMALL,20260324_12_AI,60.769999999999996,4.635,4.635
20260406,FOURCASTNETV2-SMALL,20260324_12_AI,57.129999999999995,7.87,7.87
20260407,FOURCASTNETV2-SMALL,20260324_12_AI,46.5875,18.4125,18.4125
20260408,FOURCASTNETV2-SMALL,20260324_12_AI,41.24666666666667,23.753333333333334,23.753333333333334
