date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-09-07,71.27,0.0,6.27,6.27,71.27,0.0,6.27,6.27,GOOGLE_WN3,20260907_18
2026-09-08,72.1,0.0,7.1,7.1,72.1,0.0,7.1,7.1,GOOGLE_WN3,20260907_18
2026-09-09,72.79,0.0,7.79,7.79,72.79,0.0,7.79,7.79,GOOGLE_WN3,20260907_18
2026-09-10,72.9,0.0,7.9,7.9,72.9,0.0,7.9,7.9,GOOGLE_WN3,20260907_18
2026-09-11,73.4,0.0,8.4,8.4,73.4,0.0,8.4,8.4,GOOGLE_WN3,20260907_18
2026-09-12,73.43,0.0,8.43,8.43,73.43,0.0,8.43,8.43,GOOGLE_WN3,20260907_18
2026-09-13,73.12,0.0,8.12,8.12,73.12,0.0,8.12,8.12,GOOGLE_WN3,20260907_18
2026-09-14,72.73,0.0,7.73,7.73,72.73,0.0,7.73,7.73,GOOGLE_WN3,20260907_18
2026-09-15,72.04,0.0,7.04,7.04,72.04,0.0,7.04,7.04,GOOGLE_WN3,20260907_18
2026-09-16,71.68,0.0,6.68,6.68,71.68,0.0,6.68,6.68,GOOGLE_WN3,20260907_18
2026-09-17,71.13,0.0,6.13,6.13,71.13,0.0,6.13,6.13,GOOGLE_WN3,20260907_18
2026-09-18,70.51,0.0,5.51,5.51,70.51,0.0,5.51,5.51,GOOGLE_WN3,20260907_18
2026-09-19,69.84,0.0,4.84,4.84,69.84,0.0,4.84,4.84,GOOGLE_WN3,20260907_18
2026-09-20,69.36,0.0,4.36,4.36,69.36,0.0,4.36,4.36,GOOGLE_WN3,20260907_18
2026-09-21,69.57,0.0,4.57,4.57,69.57,0.0,4.57,4.57,GOOGLE_WN3,20260907_18
