date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-09-21,71.35,0.0,6.35,6.35,71.35,0.0,6.35,6.35,GOOGLE_WN3,20260921_06
2026-09-22,71.75,0.0,6.75,6.75,71.75,0.0,6.75,6.75,GOOGLE_WN3,20260921_06
2026-09-23,72.32,0.0,7.32,7.32,72.32,0.0,7.32,7.32,GOOGLE_WN3,20260921_06
2026-09-24,72.92,0.0,7.92,7.92,72.92,0.0,7.92,7.92,GOOGLE_WN3,20260921_06
2026-09-25,73.11,0.0,8.11,8.11,73.11,0.0,8.11,8.11,GOOGLE_WN3,20260921_06
2026-09-26,73.27,0.0,8.27,8.27,73.27,0.0,8.27,8.27,GOOGLE_WN3,20260921_06
2026-09-27,72.94,0.0,7.94,7.94,72.94,0.0,7.94,7.94,GOOGLE_WN3,20260921_06
2026-09-28,72.58,0.0,7.58,7.58,72.58,0.0,7.58,7.58,GOOGLE_WN3,20260921_06
2026-09-29,72.18,0.0,7.18,7.18,72.18,0.0,7.18,7.18,GOOGLE_WN3,20260921_06
2026-09-30,71.41,0.0,6.41,6.41,71.41,0.0,6.41,6.41,GOOGLE_WN3,20260921_06
2026-10-01,71.08,0.0,6.08,6.08,71.08,0.0,6.08,6.08,GOOGLE_WN3,20260921_06
2026-10-02,70.37,0.0,5.37,5.37,70.37,0.0,5.37,5.37,GOOGLE_WN3,20260921_06
2026-10-03,70.08,0.0,5.08,5.08,70.08,0.0,5.08,5.08,GOOGLE_WN3,20260921_06
2026-10-04,69.41,0.0,4.41,4.41,69.41,0.0,4.41,4.41,GOOGLE_WN3,20260921_06
2026-10-05,69.22,0.0,4.22,4.22,69.22,0.0,4.22,4.22,GOOGLE_WN3,20260921_06
