date,mean_temp,tdd,model,run_id,mean_temp_gw,tdd_gw
2026-02-22,30.99,34.01,OM_ICON,20260222_OM,,
2026-02-23,26.75,38.25,OM_ICON,20260222_OM,,
2026-02-24,25.67,39.33,OM_ICON,20260222_OM,,
2026-02-25,32.56,32.44,OM_ICON,20260222_OM,,
2026-02-26,34.19,30.81,OM_ICON,20260222_OM,,
2026-02-27,35.31,29.69,OM_ICON,20260222_OM,,
2026-02-28,37.49,27.51,OM_ICON,20260222_OM,,
