date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-08-27,74.04,0.0,9.04,9.04,74.04,0.0,9.04,9.04,CMC_ENS,20260827_00
2026-08-28,72.56,0.0,7.56,7.56,72.56,0.0,7.56,7.56,CMC_ENS,20260827_00
2026-08-29,72.8,0.0,7.8,7.8,72.8,0.0,7.8,7.8,CMC_ENS,20260827_00
2026-08-30,74.32,0.0,9.32,9.32,74.32,0.0,9.32,9.32,CMC_ENS,20260827_00
2026-08-31,76.82,0.0,11.82,11.82,76.82,0.0,11.82,11.82,CMC_ENS,20260827_00
2026-09-01,77.63,0.0,12.63,12.63,77.63,0.0,12.63,12.63,CMC_ENS,20260827_00
2026-09-02,78.32,0.0,13.32,13.32,78.32,0.0,13.32,13.32,CMC_ENS,20260827_00
2026-09-03,76.95,0.0,11.95,11.95,76.95,0.0,11.95,11.95,CMC_ENS,20260827_00
2026-09-04,76.12,0.0,11.12,11.12,76.12,0.0,11.12,11.12,CMC_ENS,20260827_00
2026-09-05,79.47,0.0,14.47,14.47,79.47,0.0,14.47,14.47,CMC_ENS,20260827_00
2026-09-06,81.32,0.0,16.32,16.32,81.32,0.0,16.32,16.32,CMC_ENS,20260827_00
2026-09-07,79.0,0.0,14.0,14.0,79.0,0.0,14.0,14.0,CMC_ENS,20260827_00
2026-09-08,75.22,0.0,10.22,10.22,75.22,0.0,10.22,10.22,CMC_ENS,20260827_00
2026-09-09,71.72,0.0,6.72,6.72,71.72,0.0,6.72,6.72,CMC_ENS,20260827_00
2026-09-10,66.48,0.0,1.48,1.48,66.48,0.0,1.48,1.48,CMC_ENS,20260827_00
2026-09-11,62.79,2.21,0.0,2.21,62.79,2.21,0.0,2.21,CMC_ENS,20260827_00
