date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-09-18,72.37,0.0,7.37,7.37,72.37,0.0,7.37,7.37,CMC_ENS,20260918_00
2026-09-19,68.51,0.0,3.51,3.51,68.51,0.0,3.51,3.51,CMC_ENS,20260918_00
2026-09-20,67.86,0.0,2.86,2.86,67.86,0.0,2.86,2.86,CMC_ENS,20260918_00
2026-09-21,65.4,0.0,0.4,0.4,65.4,0.0,0.4,0.4,CMC_ENS,20260918_00
2026-09-22,62.49,2.51,0.0,2.51,62.49,2.51,0.0,2.51,CMC_ENS,20260918_00
2026-09-23,62.3,2.7,0.0,2.7,62.3,2.7,0.0,2.7,CMC_ENS,20260918_00
2026-09-24,64.06,0.94,0.0,0.94,64.06,0.94,0.0,0.94,CMC_ENS,20260918_00
2026-09-25,64.3,0.7,0.0,0.7,64.3,0.7,0.0,0.7,CMC_ENS,20260918_00
2026-09-26,63.44,1.56,0.0,1.56,63.44,1.56,0.0,1.56,CMC_ENS,20260918_00
2026-09-27,62.25,2.75,0.0,2.75,62.25,2.75,0.0,2.75,CMC_ENS,20260918_00
2026-09-28,60.04,4.96,0.0,4.96,60.04,4.96,0.0,4.96,CMC_ENS,20260918_00
2026-09-29,57.53,7.47,0.0,7.47,57.53,7.47,0.0,7.47,CMC_ENS,20260918_00
2026-09-30,55.67,9.33,0.0,9.33,55.67,9.33,0.0,9.33,CMC_ENS,20260918_00
2026-10-01,57.44,7.56,0.0,7.56,57.44,7.56,0.0,7.56,CMC_ENS,20260918_00
2026-10-02,57.79,7.21,0.0,7.21,57.79,7.21,0.0,7.21,CMC_ENS,20260918_00
2026-10-03,57.91,7.09,0.0,7.09,57.91,7.09,0.0,7.09,CMC_ENS,20260918_00
