date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-06-30,78.77,0,13.77,13.77,78.77,0,13.77,13.77,CMC_ENS,20260630_00
2026-07-01,81.19,0,16.19,16.19,81.19,0,16.19,16.19,CMC_ENS,20260630_00
2026-07-02,83.19,0,18.19,18.19,83.19,0,18.19,18.19,CMC_ENS,20260630_00
2026-07-03,84.36,0,19.36,19.36,84.36,0,19.36,19.36,CMC_ENS,20260630_00
2026-07-04,80.16,0,15.16,15.16,80.16,0,15.16,15.16,CMC_ENS,20260630_00
2026-07-05,75.6,0,10.6,10.6,75.6,0,10.6,10.6,CMC_ENS,20260630_00
2026-07-06,74.98,0,9.98,9.98,74.98,0,9.98,9.98,CMC_ENS,20260630_00
2026-07-07,75.82,0,10.82,10.82,75.82,0,10.82,10.82,CMC_ENS,20260630_00
2026-07-08,77.17,0,12.17,12.17,77.17,0,12.17,12.17,CMC_ENS,20260630_00
2026-07-09,75.89,0,10.89,10.89,75.89,0,10.89,10.89,CMC_ENS,20260630_00
2026-07-10,76.25,0,11.25,11.25,76.25,0,11.25,11.25,CMC_ENS,20260630_00
2026-07-11,78.25,0,13.25,13.25,78.25,0,13.25,13.25,CMC_ENS,20260630_00
2026-07-12,75.85,0,10.85,10.85,75.85,0,10.85,10.85,CMC_ENS,20260630_00
2026-07-13,73.36,0,8.36,8.36,73.36,0,8.36,8.36,CMC_ENS,20260630_00
2026-07-14,72.8,0,7.8,7.8,72.8,0,7.8,7.8,CMC_ENS,20260630_00
2026-07-15,74.72,0,9.72,9.72,74.72,0,9.72,9.72,CMC_ENS,20260630_00
