date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-08-16,75.49,0,10.49,10.49,75.49,0,10.49,10.49,CMC_ENS,20260816_00
2026-08-17,75.11,0,10.11,10.11,75.11,0,10.11,10.11,CMC_ENS,20260816_00
2026-08-18,74.73,0,9.73,9.73,74.73,0,9.73,9.73,CMC_ENS,20260816_00
2026-08-19,74.8,0,9.8,9.8,74.8,0,9.8,9.8,CMC_ENS,20260816_00
2026-08-20,73.84,0,8.84,8.84,73.84,0,8.84,8.84,CMC_ENS,20260816_00
2026-08-21,70.86,0,5.86,5.86,70.86,0,5.86,5.86,CMC_ENS,20260816_00
2026-08-22,70.87,0,5.87,5.87,70.87,0,5.87,5.87,CMC_ENS,20260816_00
2026-08-23,70.09,0,5.09,5.09,70.09,0,5.09,5.09,CMC_ENS,20260816_00
2026-08-24,70.18,0,5.18,5.18,70.18,0,5.18,5.18,CMC_ENS,20260816_00
2026-08-25,70.81,0,5.81,5.81,70.81,0,5.81,5.81,CMC_ENS,20260816_00
2026-08-26,72.61,0,7.61,7.61,72.61,0,7.61,7.61,CMC_ENS,20260816_00
2026-08-27,73.96,0,8.96,8.96,73.96,0,8.96,8.96,CMC_ENS,20260816_00
2026-08-28,72.75,0,7.75,7.75,72.75,0,7.75,7.75,CMC_ENS,20260816_00
2026-08-29,70.9,0,5.9,5.9,70.9,0,5.9,5.9,CMC_ENS,20260816_00
2026-08-30,68.7,0,3.7,3.7,68.7,0,3.7,3.7,CMC_ENS,20260816_00
2026-08-31,67.91,0,2.91,2.91,67.91,0,2.91,2.91,CMC_ENS,20260816_00
