date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-06-29,75.84,0,10.84,10.84,75.84,0,10.84,10.84,CMC_ENS,20260629_12
2026-06-30,79.4,0,14.4,14.4,79.4,0,14.4,14.4,CMC_ENS,20260629_12
2026-07-01,81.72,0,16.72,16.72,81.72,0,16.72,16.72,CMC_ENS,20260629_12
2026-07-02,84.29,0,19.29,19.29,84.29,0,19.29,19.29,CMC_ENS,20260629_12
2026-07-03,84.24,0,19.24,19.24,84.24,0,19.24,19.24,CMC_ENS,20260629_12
2026-07-04,81.38,0,16.38,16.38,81.38,0,16.38,16.38,CMC_ENS,20260629_12
2026-07-05,76.09,0,11.09,11.09,76.09,0,11.09,11.09,CMC_ENS,20260629_12
2026-07-06,75.0,0,10.0,10.0,75.0,0,10.0,10.0,CMC_ENS,20260629_12
2026-07-07,74.27,0,9.27,9.27,74.27,0,9.27,9.27,CMC_ENS,20260629_12
2026-07-08,74.59,0,9.59,9.59,74.59,0,9.59,9.59,CMC_ENS,20260629_12
2026-07-09,77.18,0,12.18,12.18,77.18,0,12.18,12.18,CMC_ENS,20260629_12
2026-07-10,77.73,0,12.73,12.73,77.73,0,12.73,12.73,CMC_ENS,20260629_12
2026-07-11,74.38,0,9.38,9.38,74.38,0,9.38,9.38,CMC_ENS,20260629_12
2026-07-12,72.08,0,7.08,7.08,72.08,0,7.08,7.08,CMC_ENS,20260629_12
2026-07-13,73.15,0,8.15,8.15,73.15,0,8.15,8.15,CMC_ENS,20260629_12
2026-07-14,75.9,0,10.9,10.9,75.9,0,10.9,10.9,CMC_ENS,20260629_12
